STATE,District Name,Market Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price Date
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,600,1900,1800,3/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,3/02/2024
Karnataka,bangalore,Ramanagara,Potato,Potato,FAQ,2000,2400,2200,3/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1100,2000,1500,3/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,3/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2300,1070,3/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,3100,2100,3/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1500,700,3/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1300,1500,1400,3/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1612,2012,1812,3/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1600,850,3/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,1800,1700,3/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1800,3/02/2024
Karnataka,bangalore,Ramanagara,Onion,Onion,FAQ,1600,2000,1800,3/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1588,1588,1588,3/02/2024
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1800,2200,2100,3/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,3/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1800,2200,2000,3/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1600,2400,1800,3/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1000,1600,1200,3/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1000,2050,1500,3/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,1800,1950,1850,3/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1000,2000,1500,4/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,4/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,1900,1850,5/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2000,2600,2300,5/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,3000,2100,5/02/2024
Karnataka,hassan,Hassan,Onion,Other,FAQ,2011,2011,2011,5/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,200,2200,850,5/02/2024
Karnataka,bijapur,Bijapur,Onion,Onion,FAQ,300,1600,1000,5/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1854,2054,1954,5/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,1900,2000,1950,5/02/2024
Karnataka,hassan,Arasikere,Onion,Onion,FAQ,1600,1600,1600,5/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1861,2061,1961,5/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1400,750,5/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1700,820,5/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,1800,1700,5/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,460,1535,1010,5/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,5/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1200,2500,2100,5/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1200,2000,1500,5/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,2200,1800,5/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1801,2001,1901,6/02/2024
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1500,2000,1800,6/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,6/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2200,1200,6/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1961,1961,1961,6/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,580,1631,1285,6/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1800,2500,2000,6/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1350,680,6/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,6/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,3200,2150,6/02/2024
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ,1000,2000,1500,6/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1200,2500,2000,6/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1800,1000,6/02/2024
Karnataka,kolar,Malur,Onion,Onion,FAQ,1800,2200,2000,6/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2200,1700,6/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,2100,1600,6/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,6/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,1800,1700,6/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,2200,1800,6/02/2024
Karnataka,bangalore,Ramanagara,Onion,Onion,FAQ,1600,2000,1800,7/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,3000,2050,7/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1500,800,7/02/2024
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ,1000,2000,1600,7/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,1700,1500,7/02/2024
Karnataka,hassan,Hassan,Onion,Other,FAQ,918,2008,1340,7/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1500,2600,1800,7/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,823,2023,1923,7/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2200,1200,7/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,7/02/2024
Karnataka,bangalore,Ramanagara,Potato,Potato,FAQ,2000,2400,2200,7/02/2024
Karnataka,hassan,Hassan,Potato,Potato,FAQ,918,2008,1340,7/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2200,1900,7/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1200,2500,1800,7/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,7/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2000,1800,7/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1700,7/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1650,850,7/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1300,1500,1400,7/02/2024
Karnataka,mandya,K.R. Pet,Onion,Onion,FAQ,1500,1500,1500,7/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1800,2200,2000,7/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2000,2600,2300,7/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1600,7/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1817,2017,1917,7/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1200,1600,1500,7/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,450,1540,1070,7/02/2024
Karnataka,mandya,Nagamangala,Onion,Onion,FAQ,1800,1800,1800,7/02/2024
Karnataka,mysore,K.R.Nagar,Onion,Onion,FAQ,2000,2000,2000,8/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,8/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,520,1425,1130,8/02/2024
Karnataka,kolar,Chintamani,Onion,Local,FAQ,1500,2000,1800,8/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2200,2000,8/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1500,2000,1600,8/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1500,1700,1600,8/02/2024
Karnataka,hassan,Belur,Potato,Chandermukhi,FAQ,1400,1500,1400,8/02/2024
Karnataka,hassan,Belur,Onion,Bombay (U.P.),FAQ,1500,1500,1500,8/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,1700,1500,8/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,500,1000,800,8/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2000,1800,8/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1600,740,8/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,8/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1000,1500,1300,8/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,2900,2000,8/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1200,2500,1900,8/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1120,530,8/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,2100,1700,8/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,2300,2600,2500,8/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1100,1500,1300,8/02/2024
Karnataka,kolar,Malur,Onion,Onion,FAQ,1800,2500,2008,8/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1500,2000,1800,8/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,1800,850,8/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1851,1851,1851,8/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1700,8/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1852,1852,1852,8/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2000,2600,2300,8/02/2024
Karnataka,hassan,Hassan,Potato,Potato,FAQ,2000,2266,2100,8/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,8/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1200,1600,1400,9/02/2024
Karnataka,bangalore,Doddaballa Pur,Onion,Onion,FAQ,1200,2000,1500,9/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1814,2014,1914,9/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2100,1800,9/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,3000,2050,9/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2000,2600,2300,9/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,2100,2100,2100,9/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,9/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1000,2000,1500,9/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2000,1800,9/02/2024
Karnataka,tumkur,Tumkur,Onion,Onion,FAQ,1800,2650,2000,9/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,450,1450,750,9/02/2024
Karnataka,tumkur,Tumkur,Potato,Other,FAQ,1800,2500,2000,9/02/2024
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1500,9/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,9/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1300,630,9/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,1900,1000,9/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,9/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,9/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1696,1896,1796,9/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,1700,1500,9/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1200,2500,1800,9/02/2024
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,1800,2000,1900,10/02/2024
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1800,2000,1900,10/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1300,2000,1500,10/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1500,2000,1850,10/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1800,2300,2100,10/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,1900,1700,10/02/2024
Karnataka,hassan,Arakalgud,Potato,Local,FAQ,2000,2000,2000,10/02/2024
Karnataka,bagalkot,Bagalakot,Onion,Onion,FAQ,350,1200,800,10/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1650,740,10/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,300,1200,650,10/02/2024
Karnataka,hassan,Arasikere,Onion,Onion,FAQ,1000,1500,1500,10/02/2024
Karnataka,hassan,Arakalgud,Onion,Onion,FAQ,2000,2000,2000,10/02/2024
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1500,2000,1800,10/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2000,1050,10/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,450,1500,990,10/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1200,2000,1500,11/02/2024
Karnataka,bidar,Humanabad,Onion,Bombay (U.P.),FAQ,1000,1500,1200,11/02/2024
Karnataka,kolar,Chintamani,Onion,Local,FAQ,1400,2000,1500,11/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2200,2000,11/02/2024
Karnataka,bidar,Humanabad,Potato,Chandermukhi,FAQ,1200,1500,1300,11/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,11/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,2800,2000,12/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1000,2400,1700,12/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1500,2000,1800,12/02/2024
Karnataka,tumkur,Tumkur,Onion,Onion,FAQ,1800,2400,2050,12/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,12/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2100,1750,12/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,480,1440,990,12/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1300,700,12/02/2024
Karnataka,kolar,Chintamani,Onion,Local,FAQ,1500,2000,1500,12/02/2024
Karnataka,bijapur,Bijapur,Onion,Onion,FAQ,300,1500,1000,12/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1834,2034,1934,12/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,12/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1500,730,12/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,1900,2000,1950,12/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2200,1300,12/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1823,2023,1923,12/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,12/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,12/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1500,2000,1850,13/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2200,2000,13/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1203,1603,1403,13/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1000,2400,1800,13/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,300,1400,710,13/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,13/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1752,1952,1852,13/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1480,650,13/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2400,2800,2600,13/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,1500,1450,13/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,1400,700,13/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,13/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,1900,2100,2000,13/02/2024
Karnataka,hassan,Belur,Onion,Bombay (U.P.),FAQ,1700,1700,1700,13/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1800,2300,2100,13/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,13/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,500,1300,1020,13/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1200,600,14/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,2000,1800,14/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,14/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1800,2200,2100,14/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1300,1500,1400,14/02/2024
Karnataka,hassan,Hassan,Potato,Potato,FAQ,796,1500,950,14/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,14/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,900,1500,1200,14/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,14/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1740,1940,1840,14/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Other,FAQ,1900,1900,1900,14/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,2800,1800,14/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1500,1200,14/02/2024
Karnataka,kolar,Chickkaballapura,Potato,Local,FAQ,1800,2000,1900,14/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,14/02/2024
Karnataka,mysore,K.R.Nagar,Onion,Onion,FAQ,2000,2000,2000,14/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1673,1873,1773,14/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2100,1800,14/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2400,2800,2600,14/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,400,1280,700,14/02/2024
Karnataka,hassan,Hassan,Onion,Other,FAQ,600,2100,1800,14/02/2024
Karnataka,bangalore,Ramanagara,Onion,Onion,FAQ,1600,2200,2000,14/02/2024
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1800,2000,1900,14/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1000,2400,1900,14/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,14/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,1900,950,14/02/2024
Karnataka,hassan,Belur,Potato,Chandermukhi,FAQ,1800,1800,1800,15/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,15/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,2800,2000,15/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2400,2800,2600,15/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1200,2000,1600,15/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,15/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1800,2200,2100,15/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,15/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1987,2187,2087,15/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2100,1800,15/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1000,2200,2000,15/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,15/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1754,1754,1754,15/02/2024
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1500,1800,1600,15/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,15/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1300,1500,1400,15/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,15/02/2024
Karnataka,hassan,Hassan,Onion,Other,FAQ,2123,2123,2123,15/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1400,1800,1600,15/02/2024
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1300,1800,1500,15/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,2000,1800,15/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1000,2400,2000,15/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,470,1341,1070,15/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1560,720,15/02/2024
Karnataka,bijapur,Bijapur,Onion,Onion,FAQ,200,1300,800,15/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,15/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2000,1000,15/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1200,630,15/02/2024
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1500,2000,1800,15/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,16/02/2024
Karnataka,udupi,Udupi,Onion,Onion,FAQ,1600,2100,1900,16/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,16/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1400,1200,16/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,200,1250,670,16/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,16/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1800,2200,2100,16/02/2024
Karnataka,davangere,Davangere,Onion,Onion,FAQ,1000,2900,2000,16/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,480,1400,990,16/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2100,1800,16/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,2000,1800,16/02/2024
Karnataka,kolar,Chintamani,Onion,Onion,FAQ,1000,2000,1500,16/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,1500,1450,16/02/2024
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,1400,1800,1600,16/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,16/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1587,1587,1587,16/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,16/02/2024
Karnataka,hassan,Channarayapatna,Potato,Local,FAQ,2850,2850,2850,16/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,16/02/2024
Karnataka,kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,16/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1300,1500,1400,16/02/2024
Karnataka,kolar,Chintamani,Potato,Local,FAQ,1000,2000,1500,16/02/2024
Karnataka,shimoga,Shimoga,Onion,Onion,FAQ,1000,2400,1800,16/02/2024
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1400,1800,1700,16/02/2024
Karnataka,shimoga,Shimoga,Potato,Local,FAQ,2400,2800,2600,16/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2000,1000,16/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1500,700,16/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1752,1952,1852,16/02/2024
Karnataka,raichur,Raichur,Onion,Onion,FAQ,550,1420,1010,17/02/2024
Karnataka,belgaum,Belgaum,Onion,Pusa-Red,FAQ,1000,2000,1800,17/02/2024
Karnataka,bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,17/02/2024
Karnataka,bangalore,Bangalore,Onion,Bangalore-Samall,FAQ,800,1200,1000,17/02/2024
Karnataka,mysore,Mysore (Bandipalya),Onion,Other,FAQ,800,1600,1400,17/02/2024
Karnataka,bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,17/02/2024
Karnataka,mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1400,1900,1400,17/02/2024
Karnataka,belgaum,Belgaum,Potato,Local,FAQ,1500,2100,1800,17/02/2024
Karnataka,bangalore,Bangalore,Potato,Potato,FAQ,1300,1500,1400,17/02/2024
Karnataka,dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,1800,1600,17/02/2024
Karnataka,kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1800,2000,1900,17/02/2024
Karnataka,chikmagalur,Chikkamagalore,Onion,Other,FAQ,1495,1895,1695,17/02/2024
Karnataka,davangere,Davangere,Potato,Potato,FAQ,1000,1500,1200,17/02/2024
Karnataka,bangalore,Bangalore,Onion,Onion,FAQ,1600,2200,1800,17/02/2024
Karnataka,dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1500,650,17/02/2024
Karnataka,chikmagalur,Chikkamagalore,Potato,Other,FAQ,1699,2099,1899,17/02/2024
Karnataka,kolar,Gowribidanoor,Onion,Onion,FAQ,1000,2000,1500,17/02/2024
Karnataka,udupi,Udupi,Potato,Potato,FAQ,1700,2000,1900,17/02/2024
Karnataka,bangalore,Bangalore,Potato,Local,FAQ,1800,2200,2100,17/02/2024
